602,570,1756982881.3525712
1118,440,1756982882.782469
1111,475,1756982883.6634283
1124,608,1756982884.657609
1115,555,1756982885.8452897
1115,697,1756982887.1045876
663,650,1756982889.3724449
940,753,1757406789.3793294
678,180,1757406790.4036407
658,245,1757406791.5289211
721,558,1757406792.488737
677,393,1757406793.5511253
923,760,1757406798.494731
